datetime,denoised_acc_x,denoised_acc_y,denoised_acc_z,activity
2020-03-26 04:13:29.812500,-6.455924952964439,-2.111771385120252,20.05725865667015,1
2020-03-26 04:13:29.843750,-6.45591576896365,-2.1117608525104,20.057077177239115,1
2020-03-26 04:13:29.875000,-6.455906584491308,-2.111750327927321,20.056895697451807,1
2020-03-26 04:13:29.906250,-6.455897399547406,-2.111739811371029,20.05671421730826,1
2020-03-26 04:13:29.937500,-6.4558882141319565,-2.111729302841564,20.056532736808485,1
2020-03-26 04:13:29.968750,-6.455879028244952,-2.111718802338961,20.056351255952503,1
2020-03-26 04:13:30.000000,-6.455869841886389,-2.111708309863257,20.05616977474033,1
2020-03-26 04:13:30.031250,-6.455860655056272,-2.1116978254144803,20.05598829317199,1
2020-03-26 04:13:30.062500,-6.455851467754615,-2.1116873489926693,20.055806811247496,1
2020-03-26 04:13:30.093750,-6.455842279981411,-2.1116768805978565,20.05562532896687,1
2020-03-26 04:13:30.125000,-6.455833091736664,-2.1116664202300752,20.05544384633013,1
2020-03-26 04:13:30.156250,-6.455823903020371,-2.1116559678893605,20.05526236333731,1
2020-03-26 04:13:30.187500,-6.455814713832535,-2.1116455235757416,20.0550808799884,1
2020-03-26 04:13:30.218750,-6.455805524173158,-2.111635087289258,20.05489939628345,1
2020-03-26 04:13:30.250000,-6.455796334042249,-2.1116246590299395,20.05471791222245,1
2020-03-26 04:13:30.281250,-6.4557871434398,-2.111614238797822,20.05453642780545,1
2020-03-26 04:13:30.312500,-6.455777952365813,-2.11160382659294,20.054354943032447,1
2020-03-26 04:13:30.343750,-6.455768760820292,-2.1115934224153268,20.05417345790347,1
2020-03-26 04:13:30.375000,-6.45575956880325,-2.111583026265014,20.053991972418533,1
2020-03-26 04:13:30.406250,-6.455750376314668,-2.111572638142041,20.05381048657765,1
2020-03-26 04:13:30.437500,-6.455741183354562,-2.111562258046435,20.053629000380862,1
2020-03-26 04:13:30.468750,-6.455731989922925,-2.1115518859782334,20.05344751382816,1
2020-03-26 04:13:30.500000,-6.4557227960197725,-2.111541521937468,20.05326602691958,1
2020-03-26 04:13:30.531250,-6.4557136016450825,-2.1115311659241724,20.053084539655146,1
2020-03-26 04:13:30.562500,-6.455704406798887,-2.111520817938384,20.052903052034864,1
2020-03-26 04:13:30.593750,-6.455695211481159,-2.1115104779801337,20.052721564058768,1
2020-03-26 04:13:30.625000,-6.455686015691902,-2.1115001460494547,20.05254007572685,1
2020-03-26 04:13:30.656250,-6.455676819431146,-2.111489822146384,20.05235858703916,1
2020-03-26 04:13:30.687500,-6.455667622698879,-2.111479506270954,20.052177097995703,1
2020-03-26 04:13:30.718750,-6.455658425495087,-2.111469198423196,20.051995608596496,1
2020-03-26 04:13:30.750000,-6.4556492278198,-2.111458898603144,20.051814118841563,1
2020-03-26 04:13:30.781250,-6.455640029672978,-2.111448606810842,20.05163262873092,1
2020-03-26 04:13:30.812500,-6.455630831054658,-2.111438323046304,20.0514511382646,1
2020-03-26 04:13:30.843750,-6.455621631964836,-2.111428047309581,20.05126964744259,1
2020-03-26 04:13:30.875000,-6.455612432403507,-2.1114177796006954,20.051088156264942,1
2020-03-26 04:13:30.906250,-6.455603232370669,-2.1114075199196907,20.05090666473167,1
2020-03-26 04:13:30.937500,-6.455594031866342,-2.1113972682665927,20.05072517284277,1
2020-03-26 04:13:30.968750,-6.455584830890495,-2.111387024641439,20.05054368059829,1
