datetime,denoised_acc_x,denoised_acc_y,denoised_acc_z,activity
2020-07-16 22:54:23.593750,28.37078062824375,21.756159491552985,13.61824196397257,1
2020-07-16 22:54:23.625000,28.370750313689328,21.75615522733989,13.618321394256022,1
2020-07-16 22:54:23.656250,28.370719998789703,21.75615096344132,13.618400825673726,1
2020-07-16 22:54:23.687500,28.370689683544875,21.756146699857275,13.61848025822567,1
2020-07-16 22:54:23.718750,28.370659367954826,21.756142436587783,13.618559691911834,1
2020-07-16 22:54:23.750000,28.37062905201957,21.756138173632834,13.618639126732218,1
2020-07-16 22:54:23.781250,28.370598735739108,21.756133910992453,13.618718562686816,1
2020-07-16 22:54:23.812500,28.370568419113443,21.756129648666647,13.618797999775612,1
2020-07-16 22:54:23.843750,28.37053810214255,21.756125386655413,13.618877437998597,1
2020-07-16 22:54:23.875000,28.370507784826465,21.75612112495877,13.61895687735577,1
2020-07-16 22:54:23.906250,28.370477467165166,21.756116863576743,13.61903631784712,1
2020-07-16 22:54:23.937500,28.37044714915866,21.75611260250933,13.619115759472626,1
2020-07-16 22:54:23.968750,28.370416830806946,21.75610834175652,13.619195202232287,1
2020-07-16 22:54:24.000000,28.370386512110016,21.756104081318348,13.6192746461261,1
2020-07-16 22:54:24.031250,28.37035619306789,21.75609982119482,13.619354091154056,1
2020-07-16 22:54:24.062500,28.37032587368056,21.75609556138594,13.61943353731614,1
2020-07-16 22:54:24.093750,28.370295553948,21.75609130189172,13.61951298461234,1
2020-07-16 22:54:24.125000,28.37026523387025,21.75608704271217,13.619592433042644,1
2020-07-16 22:54:24.156250,28.37023491344728,21.75608278384729,13.61967188260706,1
2020-07-16 22:54:24.187500,28.370204592679112,21.756078525297124,13.619751333305572,1
2020-07-16 22:54:24.218750,28.370174271565727,21.75607426706165,13.61983078513816,1
2020-07-16 22:54:24.250000,28.37014395010715,21.75607000914088,13.619910238104826,1
2020-07-16 22:54:24.281250,28.37011362830336,21.756065751534827,13.619989692205552,1
2020-07-16 22:54:24.312500,28.37008330615436,21.756061494243507,13.620069147440349,1
2020-07-16 22:54:24.343750,28.370052983660152,21.75605723726692,13.620148603809184,1
2020-07-16 22:54:24.375000,28.370022660820744,21.756052980605084,13.62022806131207,1
2020-07-16 22:54:24.406250,28.36999233763612,21.75604872425801,13.62030751994897,1
2020-07-16 22:54:24.437500,28.36996201410629,21.756044468225703,13.6203869797199,1
2020-07-16 22:54:24.468750,28.36993169023125,21.75604021250818,13.62046644062484,1
2020-07-16 22:54:24.500000,28.36990136601102,21.75603595710544,13.620545902663784,1
2020-07-16 22:54:24.531250,28.36987104144557,21.75603170201749,13.62062536583673,1
2020-07-16 22:54:24.562500,28.369840716534927,21.75602744724436,13.620704830143652,1
2020-07-16 22:54:24.593750,28.369810391279067,21.75602319278604,13.62078429558455,1
2020-07-16 22:54:24.625000,28.369780065678007,21.756018938642544,13.620863762159422,1
2020-07-16 22:54:24.656250,28.36974973973173,21.756014684813888,13.620943229868244,1
2020-07-16 22:54:24.687500,28.36971941344027,21.75601043130008,13.621022698711029,1
2020-07-16 22:54:24.718750,28.369689086803582,21.75600617810113,13.621102168687736,1
2020-07-16 22:54:24.750000,28.3696587598217,21.75600192521704,13.621181639798392,1
2020-07-16 22:54:24.781250,28.36962843249461,21.75599767264784,13.621261112042951,1
2020-07-16 22:54:24.812500,28.369598104822327,21.755993420393512,13.62134058542144,1
2020-07-16 22:54:24.843750,28.36956777680481,21.75598916845409,13.621420059933827,1
2020-07-16 22:54:24.875000,28.36953744844212,21.755984916829565,13.62149953558011,1
2020-07-16 22:54:24.906250,28.36950711973422,21.75598066551996,13.62157901236028,1
2020-07-16 22:54:24.937500,28.36947679068109,21.755976414525275,13.621658490274331,1
2020-07-16 22:54:24.968750,28.369446461282777,21.755972163845524,13.62173796932226,1
2020-07-16 22:54:25.000000,28.369416131539268,21.755967913480728,13.621817449504023,1
2020-07-16 22:54:25.031250,28.36938580145053,21.75596366343088,13.62189693081965,1
2020-07-16 22:54:25.062500,28.369355471016608,21.755959413696,13.62197641326912,1
2020-07-16 22:54:25.093750,28.369325140237475,21.755955164276088,13.62205589685242,1
2020-07-16 22:54:25.125000,28.369294809113136,21.75595091517116,13.622135381569551,1
