datetime,denoised_acc_x,denoised_acc_y,denoised_acc_z,activity
2020-07-07 02:47:13.312500,4.06130059617186,17.424615370758858,-2.153670346997276,1
2020-07-07 02:47:13.343750,4.061186465012274,17.424525219925975,-2.1533987027575296,1
2020-07-07 02:47:13.375000,4.061072333628349,17.424435069347023,-2.153127057173004,1
2020-07-07 02:47:13.406250,4.060958202020097,17.42434491902197,-2.152855410243802,1
2020-07-07 02:47:13.437500,4.060844070187498,17.424254768950842,-2.152583761969884,1
2020-07-07 02:47:13.468750,4.060729938130676,17.424164619133663,-2.152312112351461,1
2020-07-07 02:47:13.500000,4.060615805849605,17.4240744695704,-2.1520404613884585,1
2020-07-07 02:47:13.531250,4.060501673344351,17.423984320261056,-2.1517688090811395,1
2020-07-07 02:47:13.562500,4.060387540614938,17.42389417120566,-2.1514971554293845,1
2020-07-07 02:47:13.593750,4.060273407661345,17.423804022404184,-2.1512255004333625,1
2020-07-07 02:47:13.625000,4.060159274483712,17.42371387385664,-2.1509538440932063,1
2020-07-07 02:47:13.656250,4.060045141082004,17.423623725563044,-2.1506821864089014,1
2020-07-07 02:47:13.687500,4.059931007456266,17.423533577523383,-2.1504105273805565,1
2020-07-07 02:47:13.718750,4.059816873606561,17.423443429737674,-2.150138867008205,1
2020-07-07 02:47:13.750000,4.059702739532883,17.42335328220591,-2.149867205292028,1
2020-07-07 02:47:13.781250,4.059588605235279,17.423263134928064,-2.149595542231989,1
2020-07-07 02:47:13.812500,4.059474470713796,17.423172987904195,-2.149323877828244,1
2020-07-07 02:47:13.843750,4.05936033596846,17.42308284113428,-2.149052212080812,1
2020-07-07 02:47:13.875000,4.059246200999318,17.422992694618323,-2.148780544989801,1
2020-07-07 02:47:13.906250,4.059132065806379,17.422902548356316,-2.148508876555275,1
2020-07-07 02:47:13.937500,4.059017930389704,17.422812402348278,-2.1482372067773428,1
2020-07-07 02:47:13.968750,4.058903794749305,17.422722256594184,-2.147965535656,1
2020-07-07 02:47:14.000000,4.058789658885217,17.422632111094053,-2.147693863191402,1
2020-07-07 02:47:14.031250,4.058675522797497,17.42254196584791,-2.147422189383595,1
2020-07-07 02:47:14.062500,4.0585613864861685,17.422451820855716,-2.147150514232649,1
2020-07-07 02:47:14.093750,4.058447249951247,17.422361676117518,-2.1468788377386536,1
2020-07-07 02:47:14.125000,4.058333113192813,17.42227153163327,-2.1466071599016883,1
2020-07-07 02:47:14.156250,4.058218976210861,17.422181387403,-2.146335480721799,1
2020-07-07 02:47:14.187500,4.058104839005413,17.422091243426713,-2.146063800199057,1
2020-07-07 02:47:14.218750,4.0579907015765535,17.422001099704413,-2.1457921183336004,1
2020-07-07 02:47:14.250000,4.057876563924279,17.4219109562361,-2.145520435125427,1
2020-07-07 02:47:14.281250,4.057762426048646,17.421820813021775,-2.145248750574704,1
2020-07-07 02:47:14.312500,4.0576482879496645,17.421730670061415,-2.144977064681404,1
2020-07-07 02:47:14.343750,4.057534149627381,17.42164052735506,-2.144705377445691,1
2020-07-07 02:47:14.375000,4.057420011081838,17.421550384902684,-2.144433688867576,1
2020-07-07 02:47:14.406250,4.057305872313076,17.421460242704324,-2.144161998947167,1
2020-07-07 02:47:14.437500,4.057191733321094,17.42137010075996,-2.143890307684554,1
2020-07-07 02:47:14.468750,4.057077594105987,17.421279959069594,-2.1436186150797605,1
2020-07-07 02:47:14.500000,4.056963454667702,17.421189817633206,-2.143346921132918,1
2020-07-07 02:47:14.531250,4.056849315006348,17.421099676450844,-2.143075225844088,1
2020-07-07 02:47:14.562500,4.056735175121941,17.421009535522487,-2.142803529213328,1
