datetime,denoised_acc_x,denoised_acc_y,denoised_acc_z,activity
2020-03-03 10:47:28.593750,-3.651614179367299,13.808062203148028,-33.99950375967315,1
2020-03-03 10:47:28.625000,-3.651692768163928,13.80777684320456,-33.9993313046663,1
2020-03-03 10:47:28.656250,-3.6517713581779336,13.807491483044812,-33.99915883859976,1
2020-03-03 10:47:28.687500,-3.6518499494093097,13.807206122668862,-33.99898636147365,1
2020-03-03 10:47:28.718750,-3.651928541858065,13.806920762076771,-33.99881387328806,1
2020-03-03 10:47:28.750000,-3.652007135524199,13.806635401268611,-33.998641374043096,1
2020-03-03 10:47:28.781250,-3.652085730407698,13.806350040244457,-33.99846886373889,1
2020-03-03 10:47:28.812500,-3.6521643265085775,13.806064679004358,-33.998296342375546,1
2020-03-03 10:47:28.843750,-3.652242923826828,13.805779317548396,-33.998123809953164,1
2020-03-03 10:47:28.875000,-3.652321522362463,13.805493955876637,-33.997951266471865,1
2020-03-03 10:47:28.906250,-3.6524001221154734,13.805208593989144,-33.997778711931765,1
2020-03-03 10:47:28.937500,-3.652478723085856,13.80492323188599,-33.99760614633294,1
2020-03-03 10:47:28.968750,-3.652557325273611,13.80463786956724,-33.997433569675536,1
2020-03-03 10:47:29.000000,-3.6526359286787375,13.804352507032966,-33.99726098195964,1
2020-03-03 10:47:29.031250,-3.652714533301249,13.804067144283234,-33.99708838318538,1
2020-03-03 10:47:29.062500,-3.6527931391411417,13.803781781318111,-33.99691577335286,1
2020-03-03 10:47:29.093750,-3.652871746198404,13.80349641813766,-33.99674315246217,1
2020-03-03 10:47:29.125000,-3.652950354473045,13.803211054741958,-33.99657052051346,1
2020-03-03 10:47:29.156250,-3.6530289639650575,13.802925691131067,-33.99639787750681,1
2020-03-03 10:47:29.187500,-3.653107574674447,13.802640327305063,-33.99622522344234,1
2020-03-03 10:47:29.218750,-3.653186186601225,13.802354963264005,-33.99605255832015,1
2020-03-03 10:47:29.250000,-3.653264799745367,13.802069599007964,-33.99587988214036,1
2020-03-03 10:47:29.281250,-3.65334341410689,13.801784234537005,-33.99570719490308,1
2020-03-03 10:47:29.312500,-3.653422029685794,13.801498869851208,-33.995534496608414,1
2020-03-03 10:47:29.343750,-3.653500646482069,13.80121350495062,-33.99536178725647,1
2020-03-03 10:47:29.375000,-3.653579264495722,13.80092813983533,-33.99518906684738,1
2020-03-03 10:47:29.406250,-3.6536578837267606,13.80064277450539,-33.99501633538123,1
2020-03-03 10:47:29.437500,-3.653736504175172,13.80035740896088,-33.99484359285814,1
2020-03-03 10:47:29.468750,-3.653815125840964,13.800072043201864,-33.994670839278214,1
2020-03-03 10:47:29.500000,-3.653893748724133,13.7997866772284,-33.99449807464156,1
2020-03-03 10:47:29.531250,-3.6539723728246782,13.799501311040574,-33.99432529894831,1
2020-03-03 10:47:29.562500,-3.654050998142598,13.79921594463844,-33.994152512198546,1
2020-03-03 10:47:29.593750,-3.654129624677906,13.798930578022071,-33.993979714392395,1
2020-03-03 10:47:29.625000,-3.654208252430596,13.798645211191538,-33.99380690552996,1
2020-03-03 10:47:29.656250,-3.654286881400656,13.7983598441469,-33.993634085611355,1
2020-03-03 10:47:29.687500,-3.6543655115881,13.798074476888234,-33.993461254636685,1
2020-03-03 10:47:29.718750,-3.654444142992914,13.797789109415609,-33.99328841260608,1
2020-03-03 10:47:29.750000,-3.6545227756151104,13.79750374172908,-33.9931155595196,1
2020-03-03 10:47:29.781250,-3.6546014094546937,13.797218373828724,-33.99294269537742,1
2020-03-03 10:47:29.812500,-3.6546800445116494,13.796933005714616,-33.9927698201796,1
2020-03-03 10:47:29.843750,-3.6547586807859935,13.796647637386812,-33.992596933926286,1
2020-03-03 10:47:29.875000,-3.6548373182777145,13.796362268845378,-33.99242403661756,1
2020-03-03 10:47:29.906250,-3.65491595698681,13.796076900090402,-33.99225112825354,1
2020-03-03 10:47:29.937500,-3.6549945969132818,13.795791531121925,-33.99207820883435,1
2020-03-03 10:47:29.968750,-3.655073238057145,13.795506161940034,-33.991905278360086,1
2020-03-03 10:47:30.000000,-3.655151880418376,13.795220792544791,-33.991732336830864,1
2020-03-03 10:47:30.031250,-3.6552305239970018,13.794935422936264,-33.991559384246784,1
2020-03-03 10:47:30.062500,-3.655309168793005,13.79465005311452,-33.991386420607974,1
2020-03-03 10:47:30.093750,-3.6553878148063856,13.794364683079628,-33.99121344591454,1
2020-03-03 10:47:30.125000,-3.65546646203714,13.79407931283166,-33.991040460166566,1
2020-03-03 10:47:30.156250,-3.655545110485292,13.793793942370671,-33.990867463364204,1
2020-03-03 10:47:30.187500,-3.655623760150821,13.793508571696744,-33.99069445550753,1
2020-03-03 10:47:30.218750,-3.6557024110337264,13.793223200809942,-33.99052143659667,1
2020-03-03 10:47:30.250000,-3.655781063134012,13.792937829710327,-33.99034840663173,1
2020-03-03 10:47:30.281250,-3.655859716451681,13.792652458397974,-33.99017536561283,1
2020-03-03 10:47:30.312500,-3.655938370986728,13.79236708687295,-33.99000231354007,1
2020-03-03 10:47:30.343750,-3.656017026739165,13.792081715135325,-33.98982925041356,1
2020-03-03 10:47:30.375000,-3.65609568370898,13.791796343185156,-33.98965617623342,1
2020-03-03 10:47:30.406250,-3.656174341896176,13.791510971022523,-33.98948309099975,1
2020-03-03 10:47:30.437500,-3.65625300130076,13.79122559864749,-33.989309994712656,1
2020-03-03 10:47:30.468750,-3.656331661922718,13.790940226060124,-33.98913688737226,1
2020-03-03 10:47:30.500000,-3.656410323762061,13.790654853260484,-33.98896376897867,1
2020-03-03 10:47:30.531250,-3.656488986818786,13.79036948024866,-33.98879063953199,1
2020-03-03 10:47:30.562500,-3.656567651092899,13.790084107024713,-33.988617499032344,1
2020-03-03 10:47:30.593750,-3.656646316584388,13.789798733588688,-33.98844434747984,1
2020-03-03 10:47:30.625000,-3.656724983293268,13.78951335994068,-33.98827118487456,1
2020-03-03 10:47:30.656250,-3.656803651219528,13.789227986080746,-33.98809801121664,1
2020-03-03 10:47:30.687500,-3.656882320363168,13.788942612008949,-33.98792482650621,1
2020-03-03 10:47:30.718750,-3.656960990724195,13.788657237725369,-33.98775163074335,1
2020-03-03 10:47:30.750000,-3.65703966230261,13.788371863230068,-33.98757842392816,1
2020-03-03 10:47:30.781250,-3.657118335098403,13.788086488523112,-33.987405206060764,1
2020-03-03 10:47:30.812500,-3.65719700911158,13.78780111360457,-33.98723197714129,1
2020-03-03 10:47:30.843750,-3.6572756843421392,13.787515738474513,-33.98705873716984,1
2020-03-03 10:47:30.875000,-3.65735436079008,13.787230363133006,-33.986885486146505,1
2020-03-03 10:47:30.906250,-3.65743303845542,13.786944987580114,-33.98671222407142,1
2020-03-03 10:47:30.937500,-3.657511717338127,13.786659611815915,-33.98653895094468,1
2020-03-03 10:47:30.968750,-3.657590397438226,13.786374235840468,-33.9863656667664,1
2020-03-03 10:47:31.000000,-3.657669078755712,13.786088859653848,-33.98619237153669,1
2020-03-03 10:47:31.031250,-3.6577477612905778,13.785803483256114,-33.98601906525566,1
2020-03-03 10:47:31.062500,-3.6578264450428297,13.78551810664734,-33.985845747923435,1
2020-03-03 10:47:31.093750,-3.6579051300124674,13.78523272982759,-33.9856724195401,1
2020-03-03 10:47:31.125000,-3.6579838161994926,13.784947352796934,-33.985499080105775,1
2020-03-03 10:47:31.156250,-3.6580625036039023,13.784661975555444,-33.985325729620584,1
2020-03-03 10:47:31.187500,-3.658141192225696,13.784376598103185,-33.98515236808461,1
2020-03-03 10:47:31.218750,-3.6582198820648766,13.784091220440224,-33.984978995498004,1
2020-03-03 10:47:31.250000,-3.658298573121437,13.783805842566627,-33.984805611860835,1
2020-03-03 10:47:31.281250,-3.658377265395393,13.783520464482464,-33.984632217173235,1
2020-03-03 10:47:31.312500,-3.658455958886732,13.783235086187805,-33.98445881143531,1
2020-03-03 10:47:31.343750,-3.658534653595455,13.78294970768271,-33.98428539464717,1
2020-03-03 10:47:31.375000,-3.658613349521562,13.782664328967265,-33.98411196680894,1
2020-03-03 10:47:31.406250,-3.658692046665057,13.782378950041515,-33.98393852792071,1
2020-03-03 10:47:31.437500,-3.658770745025936,13.782093570905545,-33.98376507798259,1
