datetime,denoised_acc_x,denoised_acc_y,denoised_acc_z,activity
2020-03-02 14:25:10.468750,34.100007631439375,16.235510866202613,9.949233240581068,1
2020-03-02 14:25:10.500000,34.10002086300387,16.235419427702997,9.94922266605835,1
2020-03-02 14:25:10.531250,34.10003409463514,16.235327987651914,9.949212091472049,1
2020-03-02 14:25:10.562500,34.100047326333176,16.23523654604936,9.94920151682217,1
2020-03-02 14:25:10.593750,34.10006055809801,16.235145102895363,9.949190942108713,1
2020-03-02 14:25:10.625000,34.1000737899296,16.235053658189912,9.94918036733168,1
2020-03-02 14:25:10.656250,34.10008702182798,16.23496221193304,9.949169792491055,1
2020-03-02 14:25:10.687500,34.10010025379314,16.234870764124743,9.94915921758685,1
2020-03-02 14:25:10.718750,34.10011348582507,16.23477931476504,9.949148642619065,1
2020-03-02 14:25:10.750000,34.10012671792378,16.23468786385393,9.949138067587688,1
2020-03-02 14:25:10.781250,34.10013995008926,16.234596411391436,9.949127492492726,1
2020-03-02 14:25:10.812500,34.100153182321534,16.234504957377567,9.949116917334171,1
2020-03-02 14:25:10.843750,34.100166414620574,16.23441350181232,9.949106342112024,1
2020-03-02 14:25:10.875000,34.100179646986405,16.234322044695723,9.949095766826291,1
2020-03-02 14:25:10.906250,34.10019287941902,16.23423058602778,9.94908519147696,1
2020-03-02 14:25:10.937500,34.10020611191839,16.234139125808504,9.949074616064031,1
2020-03-02 14:25:10.968750,34.10021934448454,16.234047664037902,9.949064040587514,1
2020-03-02 14:25:11.000000,34.10023257711748,16.233956200715976,9.949053465047392,1
2020-03-02 14:25:11.031250,34.1002458098172,16.233864735842754,9.949042889443676,1
2020-03-02 14:25:11.062500,34.10025904258371,16.233773269418233,9.949032313776351,1
2020-03-02 14:25:11.093750,34.100272275416984,16.233681801442437,9.949021738045433,1
2020-03-02 14:25:11.125000,34.10028550831704,16.23359033191537,9.949011162250908,1
2020-03-02 14:25:11.156250,34.100298741283865,16.233498860837035,9.94900058639278,1
